"APDB_idx","AID","Molecule_CID","SID","Activity_Outcome","Target_GI","Target_GeneID","Target_Symbol","UniProtKB","Activity_Value_uM","Activity_Name","Assay_Name","Assay_Type","PubMed_ID"
"B.134",1671199,177,144209677,"Active",119619719,1544,"CYP1A2","P05177",37.2347,"Potency","Cytochrome P450 Family 1 Subfamily A Member 2 (CYP1A2) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.135",1671200,177,144209677,"Active",146048409,3757,"KCNH2","A0A090N8Q0",4.5689,"Potency","Human Ether-a-go-go-Related Gene (hERG) channel small molecule antagonists: fluorescence cell-based qHTS assay","Confirmatory",NA
"B.136",72281,176,103176092,"Active",125370,2534,"FYN","P06241",0.9,"Kd","Dissociation constant for binding to SH2 domain of Fyn protein kinase","Confirmatory",10072676
"B.137",224294,176,103176092,"Active",125474,3932,"LCK","A0A0S2Z3Y8",0.64,"Kd","Dissociation constant for binding to SH2 domain of p56 lck tyrosine kinase","Confirmatory",10072676
"B.138",224294,176,103176092,"Active",125474,3932,"LCK","A0A0S2Z3Y8",1.3,"Kd","Dissociation constant for binding to SH2 domain of p56 lck tyrosine kinase","Confirmatory",10072676
"B.139",1345808,176,135651422,"Active",4885329,2865,"FFAR3","A0A0K0PUW7",NA,NA,"Human FFA3 receptor (Free fatty acid receptors)","Other",12496283
"B.140",1345808,176,135651422,"Active",4885329,2865,"FFAR3","A0A0K0PUW7",NA,NA,"Human FFA3 receptor (Free fatty acid receptors)","Other",12711604
"B.141",1345808,176,135651422,"Active",4885329,2865,"FFAR3","A0A0K0PUW7",NA,NA,"Human FFA3 receptor (Free fatty acid receptors)","Other",14722361
"B.142",1345808,176,135651422,"Active",4885329,2865,"FFAR3","A0A0K0PUW7",NA,NA,"Human FFA3 receptor (Free fatty acid receptors)","Other",21220428
"B.143",1345904,176,135651422,"Active",4885333,2867,"FFAR2","C6KYL4",NA,NA,"Human FFA2 receptor (Free fatty acid receptors)","Other",12496283
"B.144",1345904,176,135651422,"Active",4885333,2867,"FFAR2","C6KYL4",NA,NA,"Human FFA2 receptor (Free fatty acid receptors)","Other",12684041
"B.145",1345904,176,135651422,"Active",4885333,2867,"FFAR2","C6KYL4",NA,NA,"Human FFA2 receptor (Free fatty acid receptors)","Other",12711604
"B.146",1345904,176,135651422,"Active",4885333,2867,"FFAR2","C6KYL4",NA,NA,"Human FFA2 receptor (Free fatty acid receptors)","Other",21220428
"B.147",1475773,176,103176092,"Active",3122158,2865,"FFAR3","A0A0K0PUW7",12,"EC50","Agonist activity at human GPCR41 transfected in HEK293 cells assessed as [35S]GTPgammaS binding by scintillation counting method","Confirmatory",28745893
"B.148",1671199,176,144211770,"Active",119619719,1544,"CYP1A2","P05177",35.5742,"Potency","Cytochrome P450 Family 1 Subfamily A Member 2 (CYP1A2) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.149",1030,7847,17390064,"Active",30582681,216,"ALDH1A1","P00352",0.0224,"Potency","qHTS Assay for Inhibitors of Aldehyde Dehydrogenase 1 (ALDH1A1)","Confirmatory",NA
"B.150",329099,7847,103196772,"Active",313104269,8989,"TRPA1","O75762",5,"EC50","Activation of TRPA1","Confirmatory",17237762
"B.151",482142,7847,103196772,"Active",313104269,8989,"TRPA1","O75762",0.8,"EC50","Activation of TRPA1 channel","Confirmatory",20356305
"B.152",651741,7847,17390064,"Active",20149576,4780,"NFE2L2","Q16236",47.3079,"Potency","qHTS assay for small molecule agonists of the antioxidant response element (ARE) signaling pathway","Confirmatory",NA
"B.153",743219,7847,144208182,"Active",20149576,4780,"NFE2L2","Q16236",24.882,"Potency","qHTS assay for small molecule agonists of the antioxidant response element (ARE) signaling pathway: Summary","Summary",NA
"B.154",1346556,7847,135649892,"Active",116534990,8989,"TRPA1","O75762",NA,NA,"Human TRPA1 (Transient Receptor Potential channels)","Other",16564016
"B.155",1549771,7847,103196772,"Active",313104269,8989,"TRPA1","O75762",26.9154,"EC50","Agonist activity at human TRPA1 expressed in HEK293 cells assessed as increase in calcium influx by Fluo-4-AM dye based fluorescence assay","Confirmatory",30878828
"B.156",1549771,7847,103196772,"Active",313104269,8989,"TRPA1","O75762",27,"EC50","Agonist activity at human TRPA1 expressed in HEK293 cells assessed as increase in calcium influx by Fluo-4-AM dye based fluorescence assay","Confirmatory",30878828
"B.157",1549783,7847,103196772,"Active",313104269,8989,"TRPA1","O75762",5,"EC50","Agonist activity at human TRPA1 expressed in Xenopus oocytes assessed as increase in calcium influx by two electrode voltage clamp method","Confirmatory",30878828
"B.158",1549812,7847,103196772,"Active",313104269,8989,"TRPA1","O75762",NA,NA,"Agonist activity at human TRPA1 Phe909Ala mutant expressed in HEK293 cells assessed as Ca2+ influx at 30 uM by fluorescence assay","Other",30878828
"B.159",588514,6579,17390063,"Active",348019627,2099,"ESR1","G4XH65",15.8489,"Potency","qHTS assay for small molecule agonists of estrogen receptor alpha signaling","Confirmatory",NA
"B.160",1431290,6579,103406809,"Active",13432140,2264,"FGFR4","B4DVP5",0.938,"IC50","Inhibition of human N-terminal GST-tagged FGFR4 cytoplasmic domain (460 to 802 end residues) expressed in baculovirus expression system using CSKtide as substrate after 90 mins","Confirmatory",27914362
"B.161",1671197,6579,144208724,"Active",55140668,1557,"CYP2C19","P33261",79.9007,"Potency","Cytochrome P450 Family 2 Subfamily C Member 19 (CYP2C19) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.162",1671199,6579,144208724,"Active",119619719,1544,"CYP1A2","P05177",35.6903,"Potency","Cytochrome P450 Family 1 Subfamily A Member 2 (CYP1A2) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.163",677156,222,103760905,"Active",586092,7068,"THRB","F1D8N7",NA,NA,"Inhibition of TRbeta-mediated PEPCK1 gene expression in human HepG2 cells at 10 uM after 24 hrs by RT-PCR analysis","Other",22324546
"B.164",677157,222,103760905,"Active",586092,7068,"THRB","F1D8N7",NA,NA,"Inhibition of TRbeta-mediated MMP11 gene expression in human HepG2 cells at 10 uM after 24 hrs by RT-PCR analysis","Other",22324546
"B.165",743228,12348,144210678,"Active",4504517,3315,"HSPB1","P04792",50.8819,"Potency","qHTS assay for small molecule activators of the heat shock response signaling pathway: Summary","Summary",NA
"B.166",1159527,12348,144208826,"Active",325495497,6256,"RXRA","Q6P3U7",0.2788,"Potency","qHTS assay to identify small molecule agonists of the RXR signaling pathway","Confirmatory",NA
"B.167",1159531,12348,144208826,"Active",325495497,6256,"RXRA","Q6P3U7",0.147991,"Potency","qHTS assay to identify small molecule agonists of the RXR signaling pathway: Summary","Summary",NA
"B.168",1224838,12348,144208826,"Active",66775687,9970,"NR1I3","Q14994",2.1955,"Potency","qHTS assay to identify small molecule antagonists of the constitutive androstane receptor (CAR) signaling pathway","Confirmatory",NA
"B.169",1224893,12348,144208826,"Active",66775687,9970,"NR1I3","Q14994",2.60934,"Potency","qHTS assay to identify small molecule antagonists of the constitutive androstane receptor (CAR) signaling pathway: Summary","Summary",NA
"B.170",1259369,12348,144210678,"Active",109731339,2737,"GLI3","P10071",27.306,"Potency","qHTS assay to identify small molecule antagonists of the sonic hedgehog signaling (Shh) pathway","Confirmatory",NA
"B.171",1347395,12348,144208826,"Active",177975,43,"ACHE","P22303",32.0939,"Potency","Acetylcholinesterase (AChE) small molecule antagonists: colormetric cell-based qHTS assay","Confirmatory",NA
"B.172",1671197,12348,144208826,"Active",55140668,1557,"CYP2C19","P33261",32.0939,"Potency","Cytochrome P450 Family 2 Subfamily C Member 19 (CYP2C19) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.173",1671198,12348,144210678,"Active",527178914,1559,"CYP2C9","P11712",10.0262,"Potency","Cytochrome P450 Family 2 Subfamily C Member 9 (CYP2C9) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.174",1030,240,17390026,"Active",30582681,216,"ALDH1A1","P00352",3.1623,"Potency","qHTS Assay for Inhibitors of Aldehyde Dehydrogenase 1 (ALDH1A1)","Confirmatory",NA
"B.175",241172,240,103179292,"Active",1746750942,1548,"CYP2A6","P11509",3.92,"IC50","Inhibitory concentration against human cytochrome P450 2A6","Confirmatory",15658857
"B.176",743085,7222,144213549,"Active",51095037,196,"AHR","A0A024R9Z8",19.3312,"Potency","qHTS assay to identify small molecule that activate the aryl hydrocarbon receptor (AhR) signaling pathway","Confirmatory",NA
"B.177",743122,7222,144213549,"Active",51095037,196,"AHR","A0A024R9Z8",24.3365,"Potency","qHTS assay to identify small molecule that activate the aryl hydrocarbon receptor (AhR) signaling pathway: Summary","Summary",NA
"B.178",880,7187,29215306,"Active",3290016,6002,"RGS12","O14924",NA,NA,"qHTS Assay for Inhibitors of RGS12 GoLoco Motif Activity (Red Fluorophore)","Confirmatory",NA
"B.179",880,7187,29215306,"Active",33946324,2770,"GNAI1","P63096",NA,NA,"qHTS Assay for Inhibitors of RGS12 GoLoco Motif Activity (Red Fluorophore)","Confirmatory",NA
"B.180",1347395,244,144209645,"Active",177975,43,"ACHE","P22303",39.362,"Potency","Acetylcholinesterase (AChE) small molecule antagonists: colormetric cell-based qHTS assay","Confirmatory",NA
"B.181",1671197,244,144209645,"Active",55140668,1557,"CYP2C19","P33261",35.0814,"Potency","Cytochrome P450 Family 2 Subfamily C Member 19 (CYP2C19) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.182",938,2347,17390004,"Active",38016895,7253,"TSHR","A0A0A0MTJ0",15.8489,"Potency","qHTS Assay for Agonists of the Thyroid Stimulating Hormone Receptor: Activators of Intracellular cAMP Concentrations in Parental HEK 293","Confirmatory",NA
"B.183",588514,2347,17390004,"Active",348019627,2099,"ESR1","G4XH65",10,"Potency","qHTS assay for small molecule agonists of estrogen receptor alpha signaling","Confirmatory",NA
"B.184",588514,2347,26752797,"Active",348019627,2099,"ESR1","G4XH65",6.3096,"Potency","qHTS assay for small molecule agonists of estrogen receptor alpha signaling","Confirmatory",NA
"B.185",743075,2347,144210189,"Active",348019627,2099,"ESR1","G4XH65",17.3377,"Potency","qHTS assay to identify small molecule agonists of the estrogen receptor alpha (ER-alpha) signaling pathway","Confirmatory",NA
"B.186",743075,2347,144214018,"Active",348019627,2099,"ESR1","G4XH65",21.8724,"Potency","qHTS assay to identify small molecule agonists of the estrogen receptor alpha (ER-alpha) signaling pathway","Confirmatory",NA
"B.187",743077,2347,144210189,"Active",348019627,2099,"ESR1","G4XH65",19.4509,"Potency","qHTS assay to identify small molecule agonists of the estrogen receptor alpha (ER-alpha) signaling pathway: Summary","Summary",NA
"B.188",743077,2347,144214018,"Active",348019627,2099,"ESR1","G4XH65",22.0878,"Potency","qHTS assay to identify small molecule agonists of the estrogen receptor alpha (ER-alpha) signaling pathway: Summary","Summary",NA
"B.189",743079,2347,144210189,"Active",348019627,2099,"ESR1","G4XH65",13.6576,"Potency","qHTS assay to identify small molecule agonists of the estrogen receptor alpha (ER-alpha) signaling pathway using the BG1 cell line","Confirmatory",NA
"B.190",743079,2347,144214018,"Active",348019627,2099,"ESR1","G4XH65",10.8707,"Potency","qHTS assay to identify small molecule agonists of the estrogen receptor alpha (ER-alpha) signaling pathway using the BG1 cell line","Confirmatory",NA
"B.191",1224839,2347,144214018,"Active",66775687,9970,"NR1I3","Q14994",54.4827,"Potency","qHTS assay to identify small molecule agonists of the constitutive androstane receptor (CAR) signaling pathway","Confirmatory",NA
"B.192",1224892,2347,144210189,"Active",66775687,9970,"NR1I3","Q14994",NA,NA,"qHTS assay to identify small molecule agonists of the constitutive androstane receptor (CAR) signaling pathway: Summary","Summary",NA
"B.193",1259247,2347,144210189,"Active",124375976,367,"AR","P10275",5.43719,"Potency","qHTS assay to identify small molecule antagonists of the androgen receptor (AR) signaling pathway using the MDA cell line in the presence of 0.5 nM R1881: Summary","Summary",NA
"B.194",1259364,2347,144214018,"Active",1013403374,9734,"HDAC9","Q9UKV0",17.2289,"Potency","qHTS assay to identify small molecule HDAC inhibitors","Confirmatory",NA
"B.195",1259369,2347,144214018,"Active",109731339,2737,"GLI3","P10071",19.3312,"Potency","qHTS assay to identify small molecule antagonists of the sonic hedgehog signaling (Shh) pathway","Confirmatory",NA
"B.196",1259378,2347,144210189,"Active",54288833,2100,"ESR2","F1D8N3",6.1006,"Potency","qHTS assay to identify small molecule antagonists of the estrogen receptor beta (ER-beta) signaling pathway","Confirmatory",NA
"B.197",1259378,2347,144214018,"Active",54288833,2100,"ESR2","F1D8N3",9.6885,"Potency","qHTS assay to identify small molecule antagonists of the estrogen receptor beta (ER-beta) signaling pathway","Confirmatory",NA
"B.198",1259396,2347,144210189,"Active",54288833,2100,"ESR2","F1D8N3",NA,NA,"qHTS assay to identify small molecule antagonists of the estrogen receptor beta (ER-beta) signaling pathway: Summary","Summary",NA
"B.199",1259396,2347,144214018,"Active",54288833,2100,"ESR2","F1D8N3",NA,NA,"qHTS assay to identify small molecule antagonists of the estrogen receptor beta (ER-beta) signaling pathway: Summary","Summary",NA
"B.200",1346982,2347,144214018,"Active",325495557,8856,"NR1I2","O75469",21.6899,"Potency","Human pregnane X receptor (PXR) small molecule agonists, qHTS assay","Confirmatory",NA
"B.201",1347031,2347,144210189,"Active",82393684,5241,"PGR","P06401",NA,NA,"Progesterone receptor (PR) small molecule antagonists, qHTS assay: Summary","Summary",NA
"B.202",1347031,2347,144214018,"Active",82393684,5241,"PGR","P06401",NA,NA,"Progesterone receptor (PR) small molecule antagonists, qHTS assay: Summary","Summary",NA
"B.203",1645841,2347,144214018,"Active",115371803,1576,"CYP3A4","P08684",3.9915,"Potency","Cytochrome P450 family 3 subfamily A member 4 (CYP3A4) small molecule antagonists: luciferase cell-based qHTS assay","Confirmatory",NA
"B.204",1645842,2347,144214018,"Active",1871774576,1559,"CYP2C9","P11712",5.6381,"Potency","Cytochrome P450 family 2 subfamily C member 9 (CYP2C9) small molecule antagonists: luciferase cell-based qHTS assay","Confirmatory",NA
"B.205",1671196,2347,144214018,"Active",1047837853,1565,"CYP2D6","C1ID52",70.9799,"Potency","Cytochrome P450 Family 2 Subfamily D Member 6 (CYP2D6) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.206",1671197,2347,144210189,"Active",55140668,1557,"CYP2C19","P33261",1.78,"Potency","Cytochrome P450 Family 2 Subfamily C Member 19 (CYP2C19) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.207",1671197,2347,144214018,"Active",55140668,1557,"CYP2C19","P33261",1.125,"Potency","Cytochrome P450 Family 2 Subfamily C Member 19 (CYP2C19) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.208",1671198,2347,144210189,"Active",527178914,1559,"CYP2C9","P11712",8.9213,"Potency","Cytochrome P450 Family 2 Subfamily C Member 9 (CYP2C9) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.209",1671198,2347,144214018,"Active",527178914,1559,"CYP2C9","P11712",6.3261,"Potency","Cytochrome P450 Family 2 Subfamily C Member 9 (CYP2C9) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.210",1671199,2347,144210189,"Active",119619719,1544,"CYP1A2","P05177",15.8645,"Potency","Cytochrome P450 Family 1 Subfamily A Member 2 (CYP1A2) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.211",1671199,2347,144214018,"Active",119619719,1544,"CYP1A2","P05177",4.1748,"Potency","Cytochrome P450 Family 1 Subfamily A Member 2 (CYP1A2) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.212",1030,261,17389673,"Active",30582681,216,"ALDH1A1","P00352",3.5481,"Potency","qHTS Assay for Inhibitors of Aldehyde Dehydrogenase 1 (ALDH1A1)","Confirmatory",NA
"B.213",1030,2537,17389023,"Active",30582681,216,"ALDH1A1","P00352",7.0795,"Potency","qHTS Assay for Inhibitors of Aldehyde Dehydrogenase 1 (ALDH1A1)","Confirmatory",NA
"B.214",588514,2537,26752736,"Active",348019627,2099,"ESR1","G4XH65",1.9953,"Potency","qHTS assay for small molecule agonists of estrogen receptor alpha signaling","Confirmatory",NA
"B.215",1346617,2537,135652676,"Active",74315354,7442,"TRPV1","Q8NER1",NA,NA,"Human TRPV1 (Transient Receptor Potential channels)","Other",NA
"B.216",1671197,8146,144207611,"Active",55140668,1557,"CYP2C19","P33261",36.5923,"Potency","Cytochrome P450 Family 2 Subfamily C Member 19 (CYP2C19) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
